Date,Open,High,Low,Close,Adj Close,Volume
2024-05-13,418.010010,418.350006,410.820007,413.720001,412.232086,15440200
2024-05-14,412.019989,417.489990,411.549988,416.559998,415.061890,15109300
2024-05-15,417.899994,423.809998,417.269989,423.079987,422.318787,22239500
2024-05-16,421.799988,425.420013,420.350006,420.989990,420.232574,17530100
2024-05-17,422.540009,422.920013,418.029999,420.209991,419.453949,15352200
2024-05-20,420.209991,426.769989,419.989990,425.339996,424.574738,16272100
2024-05-21,426.829987,432.970001,424.850006,429.040009,428.268097,21453300
2024-05-22,430.089996,432.410004,427.130005,430.519989,429.745422,18073700
2024-05-23,432.970001,433.600006,425.420013,427.000000,426.231750,17211700
2024-05-24,427.190002,431.059998,424.410004,430.160004,429.386078,11845800
2024-05-28,429.630005,430.820007,426.600006,430.320007,429.545776,15718000
2024-05-29,425.690002,430.940002,425.690002,429.170013,428.397858,15517100
2024-05-30,424.299988,424.299988,414.239990,414.670013,413.923950,28424800
2024-05-31,416.750000,416.750000,404.510010,415.130005,414.383118,47995300
2024-06-03,415.529999,416.429993,408.920013,413.519989,412.776001,17484700
2024-06-04,412.429993,416.440002,409.679993,416.070007,415.321442,14348900
2024-06-05,417.809998,424.079987,416.299988,424.010010,423.247131,16988000
2024-06-06,424.010010,425.309998,420.579987,424.519989,423.756195,14861300
2024-06-07,426.200012,426.279999,423.000000,423.850006,423.087433,13621700
2024-06-10,424.700012,428.079987,423.890015,427.869995,427.100189,14003000
2024-06-11,425.480011,432.820007,425.250000,432.679993,431.901520,14551100
2024-06-12,435.320007,443.399994,433.250000,441.059998,440.266449,22366200
2024-06-13,440.850006,443.390015,439.369995,441.579987,440.785522,15960600
2024-06-14,438.279999,443.140015,436.720001,442.570007,441.773743,13582000
2024-06-17,442.589996,450.940002,440.720001,448.369995,447.563293,20790000
2024-06-18,449.709991,450.140015,444.890015,446.339996,445.536957,17112500
2024-06-20,446.299988,446.529999,441.269989,445.700012,444.898132,19877400
2024-06-21,447.380005,450.579987,446.510010,449.779999,448.970764,34486200
2024-06-24,449.799988,452.750000,446.410004,447.670013,446.864594,15913700
2024-06-25,448.250000,451.420013,446.750000,450.950012,450.138672,16747500
2024-06-26,449.000000,453.600006,448.190002,452.160004,451.346497,16507000
2024-06-27,452.179993,456.170013,451.769989,452.850006,452.035248,14806300
2024-06-28,453.070007,455.380005,446.410004,446.950012,446.145874,28362300
2024-07-01,448.660004,457.369995,445.660004,456.730011,455.908264,17662800
2024-07-02,453.200012,459.589996,453.109985,459.279999,458.453674,13979800
2024-07-03,458.190002,461.019989,457.880005,460.769989,459.940979,9932800
2024-07-05,459.609985,468.350006,458.970001,467.559998,466.718781,16000300
2024-07-08,466.549988,467.700012,464.459991,466.239990,465.401154,12962300
2024-07-09,467.000000,467.329987,458.000000,459.540009,458.713226,17207200
2024-07-10,461.220001,466.459991,458.859985,466.250000,465.411133,18196100
2024-07-11,462.980011,464.779999,451.549988,454.700012,453.881927,23111200
2024-07-12,454.329987,456.359985,450.649994,453.549988,452.733978,16324300
2024-07-15,453.299988,457.260010,451.429993,453.959991,453.143250,14429400
2024-07-16,454.220001,454.299988,446.660004,449.519989,448.711243,17175700
2024-07-17,442.589996,444.850006,439.179993,443.519989,442.722015,21778000
2024-07-18,444.339996,444.649994,434.399994,440.369995,439.577698,20794800
2024-07-19,433.100006,441.140015,432.000000,437.109985,436.323547,20940400
2024-07-22,441.790009,444.600006,438.910004,442.940002,442.143066,15808800
2024-07-23,443.899994,448.390015,443.100006,444.850006,444.049652,13107100
2024-07-24,440.450012,441.480011,427.589996,428.899994,428.128326,26805800
2024-07-25,428.799988,429.799988,417.510010,418.399994,417.647217,29943800
2024-07-26,418.200012,428.920013,417.269989,425.269989,424.504852,23583800
2024-07-29,431.579987,432.149994,424.700012,426.730011,425.962250,15125800
2024-07-30,427.720001,429.049988,417.359985,422.920013,422.159119,32687600
2024-07-31,420.500000,421.779999,412.209991,418.350006,417.597321,42891400
2024-08-01,420.790009,427.459991,413.089996,417.109985,416.359528,30296400
2024-08-02,412.489990,415.000000,404.339996,408.489990,407.755035,29437900
2024-08-05,389.170013,401.040009,385.579987,395.149994,394.439056,40709200
2024-08-06,400.000000,405.670013,398.500000,399.609985,398.891022,24946500
2024-08-07,408.640015,410.079987,397.470001,398.429993,397.713165,20650900
2024-08-08,402.440002,405.859985,399.940002,402.690002,401.965485,20203000
2024-08-09,404.029999,408.049988,402.260010,406.019989,405.289490,19276700
2024-08-12,407.059998,408.760010,404.239990,406.809998,406.078064,16762900
2024-08-13,409.589996,414.950012,409.570007,414.010010,413.265137,19414300
2024-08-14,414.799988,417.720001,412.450012,416.859985,416.109985,18267000
2024-08-15,419.799988,421.109985,417.660004,421.029999,421.029999,20752100
2024-08-16,420.600006,421.339996,417.299988,418.470001,418.470001,22775600
2024-08-19,418.959991,421.750000,416.459991,421.529999,421.529999,15234000
2024-08-20,421.700012,425.859985,421.640015,424.799988,424.799988,16387600
2024-08-21,424.079987,426.399994,421.720001,424.140015,424.140015,16067300
2024-08-22,424.359985,426.790009,414.609985,415.549988,415.549988,19361900
2024-08-23,416.980011,419.260010,412.089996,416.790009,416.790009,18493800
2024-08-26,416.369995,417.279999,411.339996,413.489990,413.489990,13152800
2024-08-27,412.859985,414.359985,410.250000,413.839996,413.839996,13492900
2024-08-28,414.880005,415.000000,407.309998,410.600006,410.600006,14882700
2024-08-29,414.940002,422.049988,410.600006,413.119995,413.119995,17045200
2024-08-30,415.600006,417.489990,412.130005,417.140015,417.140015,24308300
2024-09-03,417.910004,419.880005,407.029999,409.440002,409.440002,20285900
